Урюк,278,100,,82ea6aff-5308-11e4-aaab-000b6a4d90f4
Курага,272,100,,82eadb95-5308-11e4-aaab-000b6a4d90f4
Изюм с косточкой,276,100,,82eb4b89-5308-11e4-aaab-000b6a4d90f4
Изюм кишмиш,279,100,,82ebbad6-5308-11e4-aaab-000b6a4d90f4
Вишня сушёная,292,100,,82ec3281-5308-11e4-aaab-000b6a4d90f4
Груша сушёная,246,100,,82eca091-5308-11e4-aaab-000b6a4d90f4
Персики сушёные,275,100,,82ed1024-5308-11e4-aaab-000b6a4d90f4
Чернослив,264,100,,82ed8093-5308-11e4-aaab-000b6a4d90f4
Яблоки сушёные,273,100,,82edf0a3-5308-11e4-aaab-000b6a4d90f4
,,,,82ee60c1-5308-11e4-aaab-000b6a4d90f4
,,,,82eecef9-5308-11e4-aaab-000b6a4d90f4
,,,,82ef3e24-5308-11e4-aaab-000b6a4d90f4
,,,,82efbac0-5308-11e4-aaab-000b6a4d90f4
,,,,82f02a2e-5308-11e4-aaab-000b6a4d90f4
,,,,82f09a9a-5308-11e4-aaab-000b6a4d90f4
,,,,82f108eb-5308-11e4-aaab-000b6a4d90f4
,,,,82f18a1b-5308-11e4-aaab-000b6a4d90f4
,,,,82f21148-5308-11e4-aaab-000b6a4d90f4
,,,,82f2811d-5308-11e4-aaab-000b6a4d90f4
,,,,82f2ef76-5308-11e4-aaab-000b6a4d90f4
,,,,82f35fcf-5308-11e4-aaab-000b6a4d90f4
,,,,82f3cf75-5308-11e4-aaab-000b6a4d90f4
,,,,82f43f45-5308-11e4-aaab-000b6a4d90f4
,,,,82f4ae75-5308-11e4-aaab-000b6a4d90f4
,,,,82f51e1b-5308-11e4-aaab-000b6a4d90f4
,,,,82f58d14-5308-11e4-aaab-000b6a4d90f4
,,,,82f5fce6-5308-11e4-aaab-000b6a4d90f4
,,,,82f66d0a-5308-11e4-aaab-000b6a4d90f4
,,,,82f6dcf8-5308-11e4-aaab-000b6a4d90f4
,,,,82f74b60-5308-11e4-aaab-000b6a4d90f4
,,,,82f95cc8-5308-11e4-aaab-000b6a4d90f4
,,,,82f9cc6b-5308-11e4-aaab-000b6a4d90f4
,,,,82fa3c97-5308-11e4-aaab-000b6a4d90f4
,,,,82faacba-5308-11e4-aaab-000b6a4d90f4
,,,,82fb1ca9-5308-11e4-aaab-000b6a4d90f4
,,,,82fb90d6-5308-11e4-aaab-000b6a4d90f4
,,,,82fc016f-5308-11e4-aaab-000b6a4d90f4
,,,,82fc70d5-5308-11e4-aaab-000b6a4d90f4
,,,,82fce06a-5308-11e4-aaab-000b6a4d90f4
,,,,82fd5148-5308-11e4-aaab-000b6a4d90f4
,,,,82fdc107-5308-11e4-aaab-000b6a4d90f4
,,,,82fe30bb-5308-11e4-aaab-000b6a4d90f4
,,,,82fea22b-5308-11e4-aaab-000b6a4d90f4
,,,,82ff12a0-5308-11e4-aaab-000b6a4d90f4
,,,,82ff82f0-5308-11e4-aaab-000b6a4d90f4
